firm,discipline,family,region,horizon,status,name,description,risk_budget,data_dependencies,engine,params,owner,created_at,updated_at,id
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Risk Parity Allocation (EU),Balanced beta across assets.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0371
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Growth vs Inflation Quadrants (EU),Bridgewater 4-box model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0372
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Inflation Hedge Basket (EU),Commodities + TIPS overlay.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0373
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Deflation Hedge Basket (EU),Long bonds + USD.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0374
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Crisis Hedge (JPY/Gold) (EU),Safe-haven composite.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0375
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Vol RV Cross-Asset (EU),Equity/rates/FX vol spreads.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0376
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Liquidity Shock Hedge (EU),Short HY vs long USTs.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0377
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Real Rate Shock Hedge (EU),TIPS + gold vs equities.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0378
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Policy Uncertainty Basket (EU),Hedge policy-driven tails.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0379
Bridgewater,Quant,Cross-Asset Overlays,EU,Macro,research,Cross-Asset Momentum Overlay (EU),Trend across futures.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0380
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Risk Parity Allocation (UK),Balanced beta across assets.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0381
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Growth vs Inflation Quadrants (UK),Bridgewater 4-box model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0382
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Inflation Hedge Basket (UK),Commodities + TIPS overlay.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0383
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Deflation Hedge Basket (UK),Long bonds + USD.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0384
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Crisis Hedge (JPY/Gold) (UK),Safe-haven composite.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0385
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Vol RV Cross-Asset (UK),Equity/rates/FX vol spreads.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0386
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Liquidity Shock Hedge (UK),Short HY vs long USTs.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0387
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Real Rate Shock Hedge (UK),TIPS + gold vs equities.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0388
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Policy Uncertainty Basket (UK),Hedge policy-driven tails.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0389
Bridgewater,Quant,Cross-Asset Overlays,UK,Macro,research,Cross-Asset Momentum Overlay (UK),Trend across futures.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0390
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Risk Parity Allocation (JP),Balanced beta across assets.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0391
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Growth vs Inflation Quadrants (JP),Bridgewater 4-box model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0392
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Inflation Hedge Basket (JP),Commodities + TIPS overlay.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0393
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Deflation Hedge Basket (JP),Long bonds + USD.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0394
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Crisis Hedge (JPY/Gold) (JP),Safe-haven composite.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0395
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Vol RV Cross-Asset (JP),Equity/rates/FX vol spreads.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0396
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Liquidity Shock Hedge (JP),Short HY vs long USTs.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0397
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Real Rate Shock Hedge (JP),TIPS + gold vs equities.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0398
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Policy Uncertainty Basket (JP),Hedge policy-driven tails.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0399
Bridgewater,Quant,Cross-Asset Overlays,JP,Macro,research,Cross-Asset Momentum Overlay (JP),Trend across futures.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,BW-0400
Citadel,Macro,Cross-Asset,Global,Swing,research,US Stat-Arb: Mean Reversion #1,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0001
Citadel,Quant,Trend/Carry,Global,Swing,research,US Stat-Arb: Overnight Reversal #2,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0002
Citadel,Commodities,Energy & Power,Global,Swing,research,EU Stat-Arb: Close-to-Open #3,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0003
Citadel,Credit,CDS Basis,Global,Swing,research,Japan Auction Gap Fade #4,Commodity curve relative value.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0004
Citadel,Equities,Event-Driven,Global,Intraday,research,ETF Creation/Redemption Arb #5,Cross-asset factor strategy.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0005
Citadel,Macro,Rates & Basis,Global,Swing,research,ADR vs Local Dual-Listing #6,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0006
Citadel,Quant,Ensemble ML,Global,Swing,research,WTI Calendar Spread #7,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0007
Citadel,Commodities,Metals,Global,Swing,research,Brent-WTI Arb #8,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0008
Citadel,Credit,IG/HY RV,Global,Swing,research,Henry Hub Seasonal Storage #9,Credit relative value model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0009
Citadel,Equities,Microstructure,Global,Intraday,research,PJM Congestion Spread #10,Commodity curve relative value.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0010
Citadel,Macro,FX,Global,Swing,research,Gold vs Real Rates #11,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0011
Citadel,Quant,Vol Premia,Global,Swing,research,Copper vs China PMI #12,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0012
Citadel,Commodities,Agriculture,Global,Swing,research,HY vs IG Compression #13,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0013
Citadel,Credit,Structured,Global,Swing,research,Loans vs Bonds Arb #14,ETF NAV dislocation model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0014
Citadel,Equities,Fundamental L/S,Global,Intraday,research,CDS vs Cash Basis #15,Credit relative value model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0015
Citadel,Macro,Cross-Asset,Global,Swing,research,Var Risk Premium (Index) #16,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0016
Citadel,Quant,Trend/Carry,Global,Swing,research,Skew Risk Premium #17,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0017
Citadel,Commodities,Energy & Power,Global,Swing,research,Cross-Asset Trend 12M #18,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0018
Citadel,Credit,CDS Basis,Global,Swing,research,Cross-Asset Carry Composite #19,Concrete stat-arb microstructure model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0019
Citadel,Equities,Stat-Arb,Global,Intraday,research,Ensemble ML Residual Alpha #20,ETF NAV dislocation model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0020
Citadel,Macro,Rates & Basis,Global,Swing,research,US Stat-Arb: Mean Reversion #21,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0021
Citadel,Quant,Ensemble ML,Global,Swing,research,US Stat-Arb: Overnight Reversal #22,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0022
Citadel,Commodities,Metals,Global,Swing,research,EU Stat-Arb: Close-to-Open #23,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0023
Citadel,Credit,IG/HY RV,Global,Swing,research,Japan Auction Gap Fade #24,Systematic volatility premia.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0024
Citadel,Equities,Event-Driven,Global,Intraday,research,ETF Creation/Redemption Arb #25,Concrete stat-arb microstructure model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0025
Citadel,Macro,FX,Global,Swing,research,ADR vs Local Dual-Listing #26,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0026
Citadel,Quant,Vol Premia,Global,Swing,research,WTI Calendar Spread #27,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0027
Citadel,Commodities,Agriculture,Global,Swing,research,Brent-WTI Arb #28,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0028
Citadel,Credit,Structured,Global,Swing,research,Henry Hub Seasonal Storage #29,Cross-asset factor strategy.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0029
Citadel,Equities,Microstructure,Global,Intraday,research,PJM Congestion Spread #30,Systematic volatility premia.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0030
Citadel,Macro,Cross-Asset,Global,Swing,research,Gold vs Real Rates #31,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0031
Citadel,Quant,Trend/Carry,Global,Swing,research,Copper vs China PMI #32,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0032
Citadel,Commodities,Energy & Power,Global,Swing,research,HY vs IG Compression #33,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0033
Citadel,Credit,CDS Basis,Global,Swing,research,Loans vs Bonds Arb #34,Commodity curve relative value.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0034
Citadel,Equities,Fundamental L/S,Global,Intraday,research,CDS vs Cash Basis #35,Cross-asset factor strategy.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0035
Citadel,Macro,Rates & Basis,Global,Swing,research,Var Risk Premium (Index) #36,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0036
Citadel,Quant,Ensemble ML,Global,Swing,research,Skew Risk Premium #37,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0037
Citadel,Commodities,Metals,Global,Swing,research,Cross-Asset Trend 12M #38,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0038
Citadel,Credit,IG/HY RV,Global,Swing,research,Cross-Asset Carry Composite #39,Credit relative value model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0039
Citadel,Equities,Stat-Arb,Global,Intraday,research,Ensemble ML Residual Alpha #40,Commodity curve relative value.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0040
Citadel,Macro,FX,Global,Swing,research,US Stat-Arb: Mean Reversion #41,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0041
Citadel,Quant,Vol Premia,Global,Swing,research,US Stat-Arb: Overnight Reversal #42,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0042
Citadel,Commodities,Agriculture,Global,Swing,research,EU Stat-Arb: Close-to-Open #43,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0043
Citadel,Credit,Structured,Global,Swing,research,Japan Auction Gap Fade #44,ETF NAV dislocation model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0044
Citadel,Equities,Event-Driven,Global,Intraday,research,ETF Creation/Redemption Arb #45,Credit relative value model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0045
Citadel,Macro,Cross-Asset,Global,Swing,research,ADR vs Local Dual-Listing #46,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0046
Citadel,Quant,Trend/Carry,Global,Swing,research,WTI Calendar Spread #47,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0047
Citadel,Commodities,Energy & Power,Global,Swing,research,Brent-WTI Arb #48,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0048
Citadel,Credit,CDS Basis,Global,Swing,research,Henry Hub Seasonal Storage #49,Concrete stat-arb microstructure model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0049
Citadel,Equities,Microstructure,Global,Intraday,research,PJM Congestion Spread #50,ETF NAV dislocation model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0050
Citadel,Macro,Rates & Basis,Global,Swing,research,Gold vs Real Rates #51,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0051
Citadel,Quant,Ensemble ML,Global,Swing,research,Copper vs China PMI #52,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0052
Citadel,Commodities,Metals,Global,Swing,research,HY vs IG Compression #53,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0053
Citadel,Credit,IG/HY RV,Global,Swing,research,Loans vs Bonds Arb #54,Systematic volatility premia.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0054
Citadel,Equities,Fundamental L/S,Global,Intraday,research,CDS vs Cash Basis #55,Concrete stat-arb microstructure model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0055
Citadel,Macro,FX,Global,Swing,research,Var Risk Premium (Index) #56,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0056
Citadel,Quant,Vol Premia,Global,Swing,research,Skew Risk Premium #57,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0057
Citadel,Commodities,Agriculture,Global,Swing,research,Cross-Asset Trend 12M #58,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0058
Citadel,Credit,Structured,Global,Swing,research,Cross-Asset Carry Composite #59,Cross-asset factor strategy.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0059
Citadel,Equities,Stat-Arb,Global,Intraday,research,Ensemble ML Residual Alpha #60,Systematic volatility premia.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0060
Citadel,Macro,Cross-Asset,Global,Swing,research,US Stat-Arb: Mean Reversion #61,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0061
Citadel,Quant,Trend/Carry,Global,Swing,research,US Stat-Arb: Overnight Reversal #62,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0062
Citadel,Commodities,Energy & Power,Global,Swing,research,EU Stat-Arb: Close-to-Open #63,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0063
Citadel,Credit,CDS Basis,Global,Swing,research,Japan Auction Gap Fade #64,Commodity curve relative value.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0064
Citadel,Equities,Event-Driven,Global,Intraday,research,ETF Creation/Redemption Arb #65,Cross-asset factor strategy.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0065
Citadel,Macro,Rates & Basis,Global,Swing,research,ADR vs Local Dual-Listing #66,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0066
Citadel,Quant,Ensemble ML,Global,Swing,research,WTI Calendar Spread #67,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0067
Citadel,Commodities,Metals,Global,Swing,research,Brent-WTI Arb #68,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0068
Citadel,Credit,IG/HY RV,Global,Swing,research,Henry Hub Seasonal Storage #69,Credit relative value model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0069
Citadel,Equities,Microstructure,Global,Intraday,research,PJM Congestion Spread #70,Commodity curve relative value.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0070
Citadel,Macro,FX,Global,Swing,research,Gold vs Real Rates #71,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0071
Citadel,Quant,Vol Premia,Global,Swing,research,Copper vs China PMI #72,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0072
Citadel,Commodities,Agriculture,Global,Swing,research,HY vs IG Compression #73,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0073
Citadel,Credit,Structured,Global,Swing,research,Loans vs Bonds Arb #74,ETF NAV dislocation model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0074
Citadel,Equities,Fundamental L/S,Global,Intraday,research,CDS vs Cash Basis #75,Credit relative value model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0075
Citadel,Macro,Cross-Asset,Global,Swing,research,Var Risk Premium (Index) #76,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0076
Citadel,Quant,Trend/Carry,Global,Swing,research,Skew Risk Premium #77,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0077
Citadel,Commodities,Energy & Power,Global,Swing,research,Cross-Asset Trend 12M #78,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0078
Citadel,Credit,CDS Basis,Global,Swing,research,Cross-Asset Carry Composite #79,Concrete stat-arb microstructure model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0079
Citadel,Equities,Stat-Arb,Global,Intraday,research,Ensemble ML Residual Alpha #80,ETF NAV dislocation model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0080
Citadel,Macro,Rates & Basis,Global,Swing,research,US Stat-Arb: Mean Reversion #81,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0081
Citadel,Quant,Ensemble ML,Global,Swing,research,US Stat-Arb: Overnight Reversal #82,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0082
Citadel,Commodities,Metals,Global,Swing,research,EU Stat-Arb: Close-to-Open #83,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0083
Citadel,Credit,IG/HY RV,Global,Swing,research,Japan Auction Gap Fade #84,Systematic volatility premia.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0084
Citadel,Equities,Event-Driven,Global,Intraday,research,ETF Creation/Redemption Arb #85,Concrete stat-arb microstructure model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0085
Citadel,Macro,FX,Global,Swing,research,ADR vs Local Dual-Listing #86,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0086
Citadel,Quant,Vol Premia,Global,Swing,research,WTI Calendar Spread #87,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0087
Citadel,Commodities,Agriculture,Global,Swing,research,Brent-WTI Arb #88,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0088
Citadel,Credit,Structured,Global,Swing,research,Henry Hub Seasonal Storage #89,Cross-asset factor strategy.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0089
Citadel,Equities,Microstructure,Global,Intraday,research,PJM Congestion Spread #90,Systematic volatility premia.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0090
Citadel,Macro,Cross-Asset,Global,Swing,research,Gold vs Real Rates #91,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0091
Citadel,Quant,Trend/Carry,Global,Swing,research,Copper vs China PMI #92,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0092
Citadel,Commodities,Energy & Power,Global,Swing,research,HY vs IG Compression #93,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0093
Citadel,Credit,CDS Basis,Global,Swing,research,Loans vs Bonds Arb #94,Commodity curve relative value.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0094
Citadel,Equities,Fundamental L/S,Global,Intraday,research,CDS vs Cash Basis #95,Cross-asset factor strategy.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0095
Citadel,Macro,Rates & Basis,Global,Swing,research,Var Risk Premium (Index) #96,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0096
Citadel,Quant,Ensemble ML,Global,Swing,research,Skew Risk Premium #97,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0097
Citadel,Commodities,Metals,Global,Swing,research,Cross-Asset Trend 12M #98,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0098
Citadel,Credit,IG/HY RV,Global,Swing,research,Cross-Asset Carry Composite #99,Credit relative value model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0099
Citadel,Equities,Stat-Arb,Global,Intraday,research,Ensemble ML Residual Alpha #100,Commodity curve relative value.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0100
Citadel,Macro,FX,Global,Swing,research,US Stat-Arb: Mean Reversion #101,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0101
Citadel,Quant,Vol Premia,Global,Swing,research,US Stat-Arb: Overnight Reversal #102,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0102
Citadel,Commodities,Agriculture,Global,Swing,research,EU Stat-Arb: Close-to-Open #103,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0103
Citadel,Credit,Structured,Global,Swing,research,Japan Auction Gap Fade #104,ETF NAV dislocation model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0104
Citadel,Equities,Event-Driven,Global,Intraday,research,ETF Creation/Redemption Arb #105,Credit relative value model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0105
Citadel,Macro,Cross-Asset,Global,Swing,research,ADR vs Local Dual-Listing #106,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0106
Citadel,Quant,Trend/Carry,Global,Swing,research,WTI Calendar Spread #107,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0107
Citadel,Commodities,Energy & Power,Global,Swing,research,Brent-WTI Arb #108,Systematic volatility premia.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0108
Citadel,Credit,CDS Basis,Global,Swing,research,Henry Hub Seasonal Storage #109,Concrete stat-arb microstructure model.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0109
Citadel,Equities,Microstructure,Global,Intraday,research,PJM Congestion Spread #110,ETF NAV dislocation model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0110
Citadel,Macro,Rates & Basis,Global,Swing,research,Gold vs Real Rates #111,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0111
Citadel,Quant,Ensemble ML,Global,Swing,research,Copper vs China PMI #112,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0112
Citadel,Commodities,Metals,Global,Swing,research,HY vs IG Compression #113,Cross-asset factor strategy.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0113
Citadel,Credit,IG/HY RV,Global,Swing,research,Loans vs Bonds Arb #114,Systematic volatility premia.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0114
Citadel,Equities,Fundamental L/S,Global,Intraday,research,CDS vs Cash Basis #115,Concrete stat-arb microstructure model.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0115
Citadel,Macro,FX,Global,Swing,research,Var Risk Premium (Index) #116,ETF NAV dislocation model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0116
Citadel,Quant,Vol Premia,Global,Swing,research,Skew Risk Premium #117,Credit relative value model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0117
Citadel,Commodities,Agriculture,Global,Swing,research,Cross-Asset Trend 12M #118,Commodity curve relative value.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0118
Citadel,Credit,Structured,Global,Swing,research,Cross-Asset Carry Composite #119,Cross-asset factor strategy.,0.02,[],credit_cds,{},quant,2025-09-10,2025-09-10,CIT-0119
Citadel,Equities,Stat-Arb,Global,Intraday,research,Ensemble ML Residual Alpha #120,Systematic volatility premia.,0.02,[],equity_ls,{},quant,2025-09-10,2025-09-10,CIT-0120
Citadel,Macro,Cross-Asset,Global,Swing,research,US Stat-Arb: Mean Reversion #121,Concrete stat-arb microstructure model.,0.02,[],futures_macro,{},quant,2025-09-10,2025-09-10,CIT-0121
